company_name,company_star_rating,role_title,role_location,industry,company_type,listing_desc,listing_url,page_url,page_num
Corriculo,4.5,"MLOps Engineer, Machine Learning, Python, Fully Remote COR4821b","Bristol, England",Company - Private,Information Technology Support Services,"
Small team 

Fast growing company 

Company pension Some industry experience, preferably in endoscopy 

Previous experience with Python and Pytorch and experience with MLOps frameworks: MLFlow, Kubeflow 

Some knowledge of Docker. Kubernetes, experience with cloud platforms or Knowledge of other frameworks and languages would also be advantageous",www.glassdoor.com/partner/jobListing.htm?pos=218&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_70581f09&cb=1669286361513&jobListingId=1008301480734&cpc=3DB599BF2F4828F0&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-1a0f636d23be67da--6NYlbfkN0B7rKJkvkRZrQtOvsob64W6XZwJwuM01aqiMgQ7uTfhgGprKeOVBVbGbAVwosxfNeyo8axvtB8-mRGSyXepiCUUKkX3LW0gMv1MLn3jfuDX3Dqu4GnDtOrqdXuoV2lxgwpz0yWa09dCZtC8Fc3dUZP28NI-zqfqMzWwO4L7a_u_qczc4YvRAiZhx48Rjdo-JcJ9Jd8aO1FADeIQimjEG2U96pW5akx5Q2rce_0Eif7-BuWwmMZpCYWCxeJIfBCN8tWTOcCAcfrgxg_TfcP9cPco0_d2HrVFG15bBGmS7KEvLSi09O3cr7xM3afj3jGZJWXfstRiDveUkZdmJPThOOzbLJjEmlWQ7ZEAkbPElXhZ_vlqD8EwTmHu6uKQkKnrTJwkuobiQWzzaRC5sSIClkV6EOt9mXubbZi96pUMWObxvtbSltObdRVi3HQS9v0wJHHahAyw21jI1rLHXoc9YDLpbiiwyrXfLE3I3czVT79RWHU9idctyVwO,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Information Tech Consultants,3.7,Junior Data Scientist,"London, England",Company - Private,Information Technology Support Services,8 hour shift London: reliably commute or plan to relocate before starting work (required) Bachelor's (required) United Kingdom (preferred),www.glassdoor.com/partner/jobListing.htm?pos=202&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_108e3c42&cb=1669286361511&jobListingId=1008284976749&cpc=2CAED5C921A5F994&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-b8e2f170bd87c453--6NYlbfkN0AraZfUMCdnJNjJsWHy6D3Ra_0D6GRfEkfGXZiKyoRK-WBizAR3OwS5y8O3E43ekgqDjJWg5_TFgqlXJIT-HhLLnf3-oCzmqAp66KuBe5Hqd0twKryEVBI7xOsic6Y1UcCfanDQlrZpRNlfgCRT4QoNSXXGR2R2s2bquyTQJyPrbtrhVcXca8lJvz21GM7gHKmk2vr_kWN_SgLj8Je2TkDBpg7JJ_lAWmiRwB2ekSWydHXNreZ304XvxMTakPNdH4Gh8MtcnavKI2859hKEvebRHqk_u6apz-dDOuc5Q90nnP7Uyk0YKoF7mY16weEYp2AaAbx5A4WHCcLAfDGuJFOtcqa9yxNvpU_8hW07aZPPAxjXXk5jUVuin7TZgf2LKK9nkN2ebqOOqnzcAFqh8n1cVIhjELqS0XI8xk1MwHbrS3wrKmXYXX0yewCchfa1aiEArNwWSConiLF7ZZGQvqtTGKjtpbGDGuHqyhSyCzFDqNyb61hOKs37WWCD-i6HBRsI4JrhXpFE6A%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Metrica Recruitment,NA,Data Scientist - Consultancy,"London, England",Company - Private,Business Consulting,"A strong basic salary with excellent benefits Collaboration with high-end and blue-chip clients, within a variety of sectors You will be based in their central London location, with national and global travel opportunities Working within a well-established data science team, almost 200 consultants The opportunity to work with cutting-edge software and programs A numerical degree with a minimum 2:1 grade or equivalent from a reputable university Over 18 months years of experience in operational research, customer analytics, BI analytics, data science Excellent experience with Excel and SQL. Highly advantageous to have used Python or R as well as cloud computing platforms and big data tools A commercially insightful and results-driven nature An excellent level of consulting communication skills",www.glassdoor.com/partner/jobListing.htm?pos=226&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&cs=1_8db34e31&cb=1669286361514&jobListingId=1006310577562&cpc=32EE424DE2B657EB&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-5c44dc42c5045ff5--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94Ho_J8SfQpmXKygStb0jsrfYGZjBNNlicpdrpOQ6XUYjSynsZTm32YcWT2eJf3L9jdq7bjgW4W8ne6eOAirikAGSd84198GLOGxvxHs16A3PVOdNHmmazMrpwg7l9u90gX_2hAWxOXVEQRfM8gLQyZlaNUhnTLL6NBW25je8KScYIBEDHY7U6IqWyWPYVjcnJwcUdBnzEMvuHHNt0jABPDHXq6I72NhSyAkpHe4fgrd2qDICwnzWezbCiCDPcoWhdH4v-fninDvDxP5foWaXfOsHNVPw5S9S6RPFUoCFPycY4XwMPHwK0pU8gTEfbR8IQy5JyJVE6Bh4ZEs0g7sue7lIkqdem3c7Z0I9Ecjl1egNBRBMifp9Rq7_dpKv4CAXDzIYd7Z9GujkHVVzWQZABv3i-BTnMStkKEs9GIg7vKbCArZY-NOO5oRLg8WuWn_COhqWkNRAYroiotWTT3SF0s5lvaC7XYQmYI8JhKDy6m075AAOZ627OEhE54o9I09467KRCkri-W2cMGchva8CIXJaNouhO1rwtaI0l9YxJpmS2g%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Hays Recruitment,3.7,Lead Data Scientist,"Skipton, England",Company - Private,HR Consulting,"Solid experience of applying data-driven mathematical/statistical/Machine Learning models using R and Python, ideally in a financial services business environment 
Exposure to distributed processing systems for big data workloads is key (Microsoft Azure). 
Experience managing large and complex data sets using SQL 
Proven track record of converting business problems into analytical solutions 
Presentation, communication and influencing skills with the ability to tailor your approach to suit your audience and present complexities in a simple way 
Experience of mentoring more junior data scientists and reviewing their work 
Experience working in a commercially focused environment",www.glassdoor.com/partner/jobListing.htm?pos=216&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a21f9c0e&cb=1669286361513&jobListingId=1008301804775&cpc=2CAED5C921A5F994&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-f75397e6767b3909--6NYlbfkN0ALT1YIHaWT1PoXReM-dM6uTYlNRc3Q-Exg3H1UMeqQyIdgo3PdX-oijLbM36NP4-14lpu5xzg3qk-TxZoxXfhdEhnFlEH_zGsKCP_B34a65XAfQsBkYm-2F2nShytPCmB-PyBlIjPbaA_g-vZylH5WaHBWkkauvj7cj57NoLgHY0u9Mf4IyJrIY9mSwhBTl_FhIsbusgoGDwTt7_m9XED3m4w3ZQRaat0ApbA_fiKAp3mKd7vuzeQiQHh_zyzYtmN9fkGDpNrbJZtmtKAPdMNVF1lxbhdaUby7PY_mOYzI05ApeWlsV_oDy2aOxbMEyLlwByhQJ_44X62WuV3Grp6ryrMHcW2RuPK3ZoO3DGj3hyu0DPcQ094lAauesMZFVpSJ8n98JCU0JqXy1ndnPijkE8BiZFRjZBU2xB54K0OXfhhmy_4lUK2MDRNLlm7f-gsJtUPlMVGJ2c3nSQHb960LJFM2LmlwgIpfVoz-f_DTsG9wWb7Tr4WQ7G4tJAGNefxTTggegVpE9oHTg4WiXCY1zeyAkGLfRiQdDLAJULcWs2d57fOl7bb9,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Corriculo,4.5,"Machine Learning, Deep learning, Researcher, 3D, 4381A","London, England",Company - Private,Information Technology Support Services,"
23 days holiday + Bank holidays 
Flexible working 
Excellent training and progression 
Share options 
Solid commercial Python skills 
Proven research experience within Machine Learning or Deep learning with experience of Tensorflow or PyTorch 
A strong understanding of mathematics & statistics 
Experience with Git or similar version control tools",www.glassdoor.com/partner/jobListing.htm?pos=225&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f2f532e6&cb=1669286361514&jobListingId=1008292031452&cpc=6FC5BA77C9A4CD78&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-7dba5fe8376b5e6b--6NYlbfkN0B7rKJkvkRZrQtOvsob64W6XZwJwuM01aqiMgQ7uTfhgGprKeOVBVbGOmeGPZwJ9cjP_v5lj7k8eDlXeEIURAKE5xcqfR2vjlgKMIMciZzCK0IQtOWoPGRL8RoAzgV-UI8UDd-tZbPLB2RoVPHbRqCX5ZIZvbKDHADWqN8LBeAMnkS0kOPegx9weUJAZRvgN7XYd37G_jTD2_RW7m17g7sOaM1CSe8zO43snX6sbUt4C4uGOVt5cqNY9v6DF5OH6Ezg0VcN6PCrYIADay2GS3NzWc2EhTg-6Z9W3kwkHLWPY4npy4Xn1CXa0e1b8tAcvHNGwfj1pe2c5ltcXoyj9DFN--eckLeUOCfeehqqfmCPGLrK9ELkBsFA-76sB1kU9IAVPJVC9ffuN9Y5SMNBPcpmNOOcRD9v4pIGA9sq_jkYTMUzbCgeGzTN7l7PP85ZoS9J2hEUDbHy3-7VxqXS_UvKvycBuD-_wse757uNEw1OK7muPULFC0of,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Oldbaum Services Ltd,NA,Wind Data Engineer / Data Scientist,"Stirling, Scotland",NA,NA,Work from home opportunities Flexible working hours,www.glassdoor.com/partner/jobListing.htm?pos=210&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7f3f95a9&cb=1669286361512&jobListingId=1008251812850&cpc=FA84DF7EA1EC2398&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-006a89399659d8d7--6NYlbfkN0A4WbiRotPfM0XJPJiOh0TZKin2rM1M6KlYDetjgrm6-yxXT74VblkWHobP8Ad9E3u6L_etgxZU9416ogzJkDg2rA2kBuWk96ECjlvRpci6kRMUDEb7R8vS7oP3XSemDCbKhWthL1pnxfnMTiODYWqOWr6Y8EOrRaiCVZ7RtdxcDArySHe-G0RN472d_DW4yizBOOtt9xCJNmOz5qG3iwGCIRHHTpWf3KiAzRkDQY0txnU6Aex7vQvPo4SIGzJuixki3Fcvm_NMt0i8yDT2qPJTA6nPaDaoHofTjdZZuD2EXJp2mnIyRL7P7XVHja1Ov6tUsiRLsL4ImFghqDKPPhOMGPygrfVe7VFYFw3oKmqQujh3goeBqC3XX57NZnkb6AMLdikKqXnsWoYhxeBozh7M4RTGkiNoNnm5WLg-apuf-PvD5H7np5J3-qrfR1tpydCxVV-Hsg5jf0e0Ina3jZxAAnt5Heb_5SxTmJ6Nii14ov1aJd40W55e8P7D3p6vdqGbrlvtR6cAXqUrN-u8VtfV,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Regulatory Genome Development,4.4,Data Scientist (Remote),Remote,Company - Private,NA,"
Help develop and train machine learning models according to regulatory classification systems built by RegGenome, using data hand-annotated by our Content Analysts 
Scope, and in some cases conduct, research and experiments into improved modelling of regulatory requirements 
Conduct, or oversee, feature engineering from regulatory texts and annotated datasets to improve performance of key computational tasks. A focus on feature engineering underlines the entire philosophy of RegGenome’s data scientists 
Lead, or advise, on information extraction projects for regulatory metadata such as title, publisher, document type, and key dates 
Evaluate the performance of machine learning models using relevant performance metrics as we scale our input data and guide the work of Regulatory Analysts 
Contribute to content release planning through a close understanding of model performance and training lead time requirements 
Work closely with Annotators and Regulatory Analysts to propose and review remediation tasks in response to model performance or customer feedback and personally oversee remediation tasks 
Own and periodically review guidance to Regulatory Analysts in relation to data collection and annotation 
Work closely with RegGenome’s Software Engineers to translate data methods and monitoring into scalable, production systems 
Support the work of machine learning experts on Natural Language Processing tasks including text extraction and processing

 
Be a qualified Data Scientist with at least 2 years of experience 
Be proficient in Python and SQL 
Have experience in Natural Language Processing 
Have experience managing machine learning projects 
Have significant experience with feature engineering and the ability to quickly deep dive into a domain to develop an understanding of the data

 
Have at least 2 years of experience working in a document/text processing and or machine learning environment 
Highly proficient in Python, although experience in other relevant languages may also be considered 
Interested in the real-world application of information extraction and retrieval, and natural language processing 
Enjoy working with others across the University in solving problems iteratively, often with a high level of uncertainty 
Are highly motivated to deliver, able to work in a busy environment, and prioritising the work of you and your team 
Are excited about developing your skills and experience in the context of a growing start-up  
A flexible remote-working environment 
Ample opportunity to grow with the company as we scale
 
25 days' holiday in addition to UK Bank Holidays
 
Share options 
Laptop
 
£500 annual learning and development budget to use on subscription services or conference attendance 
5 days a year of personal development time 
1st stage conversational interview 
Final interview with technical challenge",www.glassdoor.com/partner/jobListing.htm?pos=213&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&cs=1_deb36bba&cb=1669286361512&jobListingId=1008300882241&cpc=FD1C1DA32C38CFA7&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-e891e0ee206ba1b9--6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrYiGf0WKIadx8Wo8_zzSZMYyoRcPZQcdIJ6-3lp7CTbg0i0QvMaGaqw4ZFKZSTC1G2PBOUEVYxuX7ui2FKY-U2Zj7gl605rzfzw3-GXtDLJuA3hxyYEi3SRRRtr8-519hNcahRH77cEFmrjsvj_lJW_sEntFCBf-UDQLYnpmuCPlAR2lxDxyAD9w1RhbJ-mxO4yRwbvBmSfaE6BgXvJC_Nbw_KbUgaI3zIwd19CMicp4GQzf9fZWGDlZEw0erxNFmsQAVhj_G4TKgx5Rn-95ZNBduZHQMQwSMRRcUhf6JFLSw4gIAY76m7Vt2Sy37Ffg1L4MuFNztkK3totBNJO0ZH9uHlFhmgt9Ua8-LTLNF4KW3F2C_2kjUrCilZxYKzADw7jAJ4YL6vIJzNVeEZZT4kkot4G7NSO0lThsIXdcpqPMsxxpCoWmUj31IhHdDYB1AU9RwV-rtGAhkfUkR1svfOw6DWAg_Uqb5H2X9B_XwK2MzEtIBuOmq89lccjaRTfVxHy7RcMLq4flu1n0hjwCgNfrlrUuZ7KrelmakCPSN_iRe9d11AVHTnbTcR0uWft3NRhir9zScK6T2t2zXc2pqS8xi_A3wYOYRzOghee3-EV5cQWfSCKUBe0MwXzPm0_XwzOY9J-FJv6-WWsleOnfgFFHGtwzdSQR5Xw9uxWkIPWUbvlWW9YfyE9RLnaxcdGh2lQzQU91QjN9wsVrREIFd26tOltqx1FNlHJde_8R8wYheqzN1Ot_XJTNGU6h7eHUT4YjiigfdOv5c5aHLXA_dQ8m1omrV1Phi97zW3Oo3tJbbJuBW5XpWeS_OXw4yY-uCwpbZtcqkdXBhGQHuvopclVWLXa3gFyFiO-iNzzoSHhm8ePWjd40vkFB43vCrYr9pACixN3IWwbOHVcpnDIPfhQ95GYjAgPxGxZgDdK7PGNXdbkcE2NPsZ7bDdjTq5EnleFJ-JawP1CPAeVwrrveXL-Ti8pZ-eWzL-6gp2S4XbTr-VdkiJjFWZ7b-sg3cKgo8xQDukBJqCR_-HO4ku5oveS8t2smlQLLcv2yKkfnpK7l,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Metrica Recruitment,NA,Customer Data Scientist,"London, England",Company - Private,Business Consulting,"Proficiency in tools such as SQL, Python and R. 3 years' experience or more, applying statistics and data science within CRM and marketing. Strong communication skills.",www.glassdoor.com/partner/jobListing.htm?pos=224&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&cs=1_47e6f675&cb=1669286361514&jobListingId=1006017321968&cpc=FA84DF7EA1EC2398&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-4b5184e682518b9e--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94HpMsG0LZ9IT_dCYOx8yTD585wsS4O2f7GbVNscCoJ4BziXtmsEqRRJi7cB2w4ZMfSEHt9J-2WkCHJxu4r8BPbqLOVMYJlWKG7l7H5nPRwAfCXLsyHeuDcGUQ9yaKLDjPFgJxlNx8WOIIkHUq7gJakZD39np5O2wu6nb6f4Ktxu13FajCW3ydjNwwYDemIYAEhGRj17XIHVciSciCMygLjsX6GQZ9oApK3HMv4XqHXH-c8dGXPzGDD9BoFPWIWuqQjy_PO3DBsOcsdypCD0s9hhwObYoNtiMlJI7tueG2M8VRxdfiSnlZseoojS8DL9deCfjqqUfzLoTXEC1Oh69U0V8Mis6IQXo9p1N8gAaZKxY06Fzy56fkPg--65hQptUljytO0KtI7wEhkR5UBSQvmD-vBCXFOQfoOn88yiD0i7_Ijwu3MubmrzO_qzeI4aLmAroWc-jEO3mTK3kHRCFS-SCkQd_TVzXoszrpYYJgF-wd5nPPnpMfo57uRiDvxbEluGi1HqwC6KV0gwdUMZikwXLNswplhm5BTKOzW3UGPS_VvbVo32bui-Y,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Lorien,4.4,Lead Data Scientist,"London, England",Company - Private,HR Consulting,"Permanent
 Up to £105k + bonus and benefits
 Hybrid working 
Educated to a Master's/Ph.D level in Science/ Computer Science/ AI / engineering or any related background 
Strong development track record with Python and Agile development practices. 
Experience of systematically organising and migrating analytic or machine learning systems. 
Understanding of statistics and statistical methods (i.e.. Bayes). 
Team management and leadership (3-4 people). 
You are comfortable working in a Python data science tech stack, for example pandas, ggplot. Matplotlib, SciKit Learn. You also have experience accessing and combing data from multiple sources and building data pipelines, including a good knowledge of SQL. 
Cloud Experience (AWS, GCP, Azure) 
TensorFlow, Spark (or relevant cloud equivalent, or proprietary database experience - e.g., Snowflake 
Strong statistical skills",www.glassdoor.com/partner/jobListing.htm?pos=221&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_58a3c90a&cb=1669286361513&jobListingId=1008283033966&cpc=FD1C1DA32C38CFA7&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-f07dddf1e6d894e2--6NYlbfkN0CSQNYCQT7nHq8P0wNJS_USmk1iEIfTbn18KnDTRcZj2faaZgZp2LJJ7MtLl51rFDGAReBxv1u5mwHKkrFsq1LmXcvf1SjhKfWj_LNtNJeGYjWMA8uedYks8JHGOv1Tjj5zMiOrUaBEHjVbDAOQON98hp7ub3bwbvwAlVMol8qhwikt7g1UP7EtJGUMZP0U7n1dzvwLdKUR8AKU08O1vKUnXamz3tVLXqksc0fVrmjXl6386Ag6ttoM9WAN7bEu7EF-JRCXO_MzBGEMV1VYhiLXDkdffZt3R6IFJxQWCdfi_54oHjZYeGvQR3X5f8tvzTWQEhCkOGXJvkwmRQa7XWcSk0UZzIC3SRPoVu1q2yPfw0Cq8HWXjh3bd2zxEVFRkCXtmZYnYHk_-bzOXWeHcOuaHm6-BHdiNyape9tFEGCFt1LPHftBLhpeLN04b36CtTtQBu3bvB7IRdR77t3KIVtOszeILBAVVCEM9-c0Q7eBe0fZI3pMM-YEm6HxZ2RjQogvUs5nTVEih-05zwgVWcPMPiG6uRXvWD7X9oct-QUetkwfVIFnAaGrrStujretkM4O1cioLefjLqVdJXLKTQx48ExkEYwcreWTNG-T0fot0cJbZq0htH-RCQmRx2LDJyxjn5DZpCwq3pBdqCxahJaqTvv9T8yTy7F_qehcwx30NrI0RgVJZW9t,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Corriculo,4.5,"Machine Learning Engineer, Tensorflow, PyTorch, GPU, 3D","London, England",Company - Private,Information Technology Support Services,"
23 days holiday + Bank holidays 
Flexible working 
Excellent training and progression 
Share options 
Solid commercial Python skills 
Experience with Machine Learning frameworks such as Tensorflow or PyTorch 
Experience training of GPU model training 
Experience with Git or similar version control tools 
Experience of CI/CD",www.glassdoor.com/partner/jobListing.htm?pos=229&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_914eb188&cb=1669286361514&jobListingId=1008292031433&cpc=3BA4CE39D5B5DEF5&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-5fa2c1a2ed212dec--6NYlbfkN0B7rKJkvkRZrQtOvsob64W6XZwJwuM01aqiMgQ7uTfhgGprKeOVBVbGYghEH0mqLogd4JSpxLWAMwRK0AFbhShh5kORzcSL8TrUfmmTKRn9JmO6TcsCAeIHyKmXM8PgRaP01dyBi7gnrdvxvrc5Yz0GFGq7nIaKj2wSnx-7EF4Vp-iIJiuFe5VvxhCt_I6s1_Tkf0Akh9kZtiNhPoAJ-2D0FhVyjv0uYtRN99J4czPLRRG8kX8vJdKjaAovB-iKo7zqlpmGb6u6KsTIaBUCCDY1FQBK5OmSmoUFTFx3K2bU-Pd9XSACC0z_-raQtLVHgAWuzNuB7lNPm-swy849KEInQ0qCwotoiWG_h7d4mooiHn777RzkSwaN_t_FrmeOutMWHs4eJR4ieDmCywTKKWoWE6eSfqEyQLhr2ZiDoa3gxrasMqiJJJDCKSzUuAjdKK-xh7eI5D5XnG9fr9aCi71B9B3btUzQqvi90dP8ThM51Z6V1cwhEz-d,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Pythia Sports,3.0,Data Scientist - Cricket,"London, England",Company - Private,NA,"Have a deep understanding of the data, its limitations and meaning, including the investigation of data validity Uncover trends in multiple sports datasets Build and maintain data-driven predictive models Research and apply novel modelling techniques Build and maintain model validation metrics to regularly track performance Have awareness of the limitations of any model output Have an understanding of statistical robustness and validity. Experience applying advanced statistics and modelling techniques to cricket data is essential PhD or equivalent industry experience in a quantitative field Strong programming skills, with a preference for (but not limited to) Matlab, Python and R A track record of using data to solve complex problems Experience working with cloud computing (desirable). Right to work in the UK Additional leave Casual dress Company events Company pension Cycle to work scheme Private dental insurance Private medical insurance Referral programme Sick pay Wellness programmes Monday to Friday Bonus scheme Please briefly describe your experience working with Cricket data. Master's (preferred) United Kingdom (preferred)",www.glassdoor.com/partner/jobListing.htm?pos=209&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5719f4e0&cb=1669286361512&jobListingId=1007562748911&cpc=FA84DF7EA1EC2398&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-9a36d2355241924b--6NYlbfkN0DPD0bt9JAdjOubXaOlasaA9cSAf68lccJAaPUaYP7D2edPLsDx0ar8XThu-7o1QUdMe1KZi_dg81JEou5LKPb33iSLV4MRRGZ4aO84UifyWCAIOU5Kfwknh0RzxoVcVfqSC0eQ2liYGG6k0wHFJ1XQhI8ZqBcTB3VuEjpbNsWtjMLaA4CmRMgOz3BMy_TtU6ArTD6U_fLcKcbYa8fBTWqK_GaXfT6MrrZypi-2I-BcMxvbaXpMReVDo4ooP2imwUiP8I3lstj81nfBU90ekg_BOHOTB-uhcBt0vSVxciYH13buR9X7IK2Y7Zad4q2mJU-jwGxb6gtqeedkO2FVB5MfBMZEqUCzltUzosLNLrZ5YW6hcGIc-nnW7oHFemTnWx38McfwgHz1oPHC_P3uHK-Q_z2Zxp6wnWX-HKF2FluqkUWeiblfXDNPj6pgn2iSz31wJpS7gzDRwuBXWtMV5nLEdRjfJZWTCVOaRQx1LwaSMLlQyOpOceXCcjWdnR1ccCO7vytYSAKq_A%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Hays Recruitment,3.7,Data Scientist,"London, England",Company - Private,HR Consulting,"
2-5 years of data science experience 
Hands on Python experience 
Experience presenting complex data 
A competitive market salary 
100% bonus 
A great pension scheme",www.glassdoor.com/partner/jobListing.htm?pos=205&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_da2f94da&cb=1669286361511&jobListingId=1008283353422&cpc=2CAED5C921A5F994&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-ad08d77959e7a3b2--6NYlbfkN0ALT1YIHaWT1PoXReM-dM6uTYlNRc3Q-Exg3H1UMeqQyIdgo3PdX-oijLbM36NP4-3qjoIlPQK7e00OXSK78nLjHHWrjlgWhuAM5QOAq_iTzafoU5LGX9rNJJHlUzgs23qN6FHuZ0Lk_EgrZcsPPDoXNnQUzPGeSYxpGuRSWT51k6n7SNMUxXuEVNY33wHKq0Cn5JTrEbrsGZsqHioWKDD3etbbkxToETOxzFpWkVZEbON2358PZO8y9BTF4ZpCUoWkfj3EuLhkH5uowCinotY4C3-H-Culeh69cEk8BVlxUI_Yu-m0QfzOR_g-uZwWTP_dWXyuolbfp5usWfH5xk_58bpk8pmDEgnileAouTHMZlYsymHoP-Y7M_OtvfXvPnGr80Lp_76H3iMr-Pi7Badw0ucu55YgNdWhfTYp3p8sit-xZnoW0s0JeI3zCGttO-yHhLmRGhJy9zl_P9NoBvuyYia0MKcZlfz68O2LSEErru6OIwaBoskW7ijkPX5v2uNHMQ6esvuEj1fjFXOv_go5Vq1gb4md0k6Z5qbUZkYlDncyJILJOWAQ,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
