company_name,company_star_rating,role_title,role_location,industry,company_type,listing_desc,listing_url,page_url,page_num
Corriculo,4.5,"Machine Learning Engineer, Tensorflow, PyTorch, GPU, 3D","London, England",Company - Private,Information Technology Support Services,"
23 days holiday + Bank holidays 
Flexible working 
Excellent training and progression 
Share options 
Solid commercial Python skills 
Experience with Machine Learning frameworks such as Tensorflow or PyTorch 
Experience training of GPU model training 
Experience with Git or similar version control tools 
Experience of CI/CD",www.glassdoor.com/partner/jobListing.htm?pos=227&ao=1110586&s=58&guid=00000184a9863b53aeb6d872d1f380af&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b92403dc&cb=1669291457682&jobListingId=1008292031433&cpc=3BA4CE39D5B5DEF5&jrtk=3-0-1gikocerpimbr801-1gikocesci17g801-5fa2c1a2ed212dec--6NYlbfkN0B7rKJkvkRZrQtOvsob64W6XZwJwuM01aqiMgQ7uTfhgGprKeOVBVbGYghEH0mqLogd4JSpxLWAMwRK0AFbhShh5kORzcSL8TrUfmmTKRn9JmO6TcsCAeIHyKmXM8PgRaP01dyBi7gnrdvxvrc5Yz0GFGq7nIaKj2wSnx-7EF4Vp-iIJiuFe5VvxhCt_I6s1_Tkf0Akh9kZtr_CxjaNoJk_Jtc-1S7mvQegXtx7ugD4pBf-40aVvUPmJUs9skFFJKiF8JmDmCoWgQHUj4uywgooUpFKBrnM36Kr2bTv8UtgwI7DqQ2rCUoybD3gB1lsEDQZGXkiWSyCFpWAbjzQ6wDvhMVMwInRO1UOVZ11QNVwD9M4N1hoIG6Cf0b2Q1hSK2U2BkCv4AKVfzrtobYLTiAkyen7QD0gS2xPr038K0glKRaYXYwIDHiBbqp6ZiOlc1XimP6SLPviGD_klWjYaGIEFSX6cAHYb02OVgpzE8VJXrgFJQW4I5eq,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Rolls-Royce,4.0,Data Scientist,"Derby, England",Company - Public (RYCEY),Aerospace & Defense,"
Working with Engineers and Operations to solve problems and optimise processes related to the design and manufacture of our products 
Working closely with a range of subject matter experts, across a diverse range of fields to understand requirements and elicit domain knowledge. 
Applying a range of statistical and machine learning methods for inference, optimisation and prediction 
Communicate your results and methods through reports, presentations or interactive applications. 
Helping to inform “digital strategy” identifying areas for improvement that can be fed back into our wider teams of software development and data engineering to improve our data collection, quality and organisation. 
You will have a numerical background, with degree level education in a subject with strong mathematical or statistical focus. Industrial experience is desirable, though we encourage applications from all backgrounds, including graduates. 
Strong experience in R and/or Python and the associated data science stacks. Implementing methods with an appreciation of software development best practices. Such as working with version control (git), constructing tests and writing documentation. 
You have a delivery driven approach to solving data science problems, opting for the most appropriate solution to addressing the business problem in the required time frame. You will work methodically through modelling workflows to refine as appropriate model complexity. You will place strong emphasis on model interpretability, incorporation of domain expertise and uncertainty quantification. Experience with Bayesian Methods and Probabilistic programming (stan, pymc, etc) is desirable. 
Ideally have experience of operating within the agile framework and the associated tools 
Desirable - experience with developing interactive applications for serving analysis. Either through tools like PowerBI/Tableau or more advanced interfaces such as Shiny, Plotly, etc",www.glassdoor.com/partner/jobListing.htm?pos=228&ao=1136043&s=58&guid=00000184a9863b53aeb6d872d1f380af&src=GD_JOB_AD&t=SR&vt=w&cs=1_c3f6e4fb&cb=1669291457682&jobListingId=1008266179716&jrtk=3-0-1gikocerpimbr801-1gikocesci17g801-c9d504bfea7ccb1d-,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Pythia Sports,3.0,Data Scientist - Cricket,"London, England",Company - Private,NA,"Have a deep understanding of the data, its limitations and meaning, including the investigation of data validity Uncover trends in multiple sports datasets Build and maintain data-driven predictive models Research and apply novel modelling techniques Build and maintain model validation metrics to regularly track performance Have awareness of the limitations of any model output Have an understanding of statistical robustness and validity. Experience applying advanced statistics and modelling techniques to cricket data is essential PhD or equivalent industry experience in a quantitative field Strong programming skills, with a preference for (but not limited to) Matlab, Python and R A track record of using data to solve complex problems Experience working with cloud computing (desirable). Right to work in the UK Additional leave Casual dress Company events Company pension Cycle to work scheme Private dental insurance Private medical insurance Referral programme Sick pay Wellness programmes Monday to Friday Bonus scheme Please briefly describe your experience working with Cricket data. Master's (preferred) United Kingdom (preferred)",www.glassdoor.com/partner/jobListing.htm?pos=208&ao=1110586&s=58&guid=00000184a9863b53aeb6d872d1f380af&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_19a64668&cb=1669291457679&jobListingId=1007562748911&cpc=FA84DF7EA1EC2398&jrtk=3-0-1gikocerpimbr801-1gikocesci17g801-9a36d2355241924b--6NYlbfkN0DPD0bt9JAdjOubXaOlasaA9cSAf68lccJAaPUaYP7D2edPLsDx0ar8XThu-7o1QUdMe1KZi_dg81JEou5LKPb33iSLV4MRRGZ4aO84UifyWCAIOU5Kfwknh0RzxoVcVfqSC0eQ2liYGG6k0wHFJ1XQhI8ZqBcTB3VuEjpbNsWtjMLaA4CmRMgOz3BMy_TtU6AgnH3uDt2NrpMFzqAbK3ty1etCDYzJeSSzObQziDNaASWGa_zPIbWBWVKMUcSFOZdcBY2Jnf-Coxp1M5tYpQseTUuQCgiAhPuLg_Y3XsGUEj-g_krVn0ga113s7Qps89-N3yGqkd-5J-gclWYqWw_AjKphOGeUsKO3B3jFyGZnnkRKKsoOw4C3ywyl4lJOc07xUINc_JF5q5yKAzJbTUh5CfMcGSrZWgnFmCZp5n-HBNomC8qTPkk1_bZsYzRugJUiii37WltHKqeo6rRkNIsb5Bvr63SCVVZCGTFTn2q1vUV3AhvczjLi8YwhKuGYN7uoS1kSnJaPsA%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Corriculo,4.5,"Machine Learning, Deep learning, Researcher, 3D, 4381A","London, England",Company - Private,Information Technology Support Services,"
23 days holiday + Bank holidays 
Flexible working 
Excellent training and progression 
Share options 
Solid commercial Python skills 
Proven research experience within Machine Learning or Deep learning with experience of Tensorflow or PyTorch 
A strong understanding of mathematics & statistics 
Experience with Git or similar version control tools",www.glassdoor.com/partner/jobListing.htm?pos=223&ao=1110586&s=58&guid=00000184a9863b53aeb6d872d1f380af&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_af2b33e4&cb=1669291457682&jobListingId=1008292031452&cpc=6FC5BA77C9A4CD78&jrtk=3-0-1gikocerpimbr801-1gikocesci17g801-7dba5fe8376b5e6b--6NYlbfkN0B7rKJkvkRZrQtOvsob64W6XZwJwuM01aqiMgQ7uTfhgGprKeOVBVbGOmeGPZwJ9cjP_v5lj7k8eDlXeEIURAKE5xcqfR2vjlgKMIMciZzCK0IQtOWoPGRL8RoAzgV-UI8UDd-tZbPLB2RoVPHbRqCX5ZIZvbKDHADWqN8LBeAMnkS0kOPegx9weUJAZRvgN7XYd37G_jTD2wiWYB9zUSpclgaxEhC0TdkuKwAEwcFLGKiRZtk5o6pzvEMLwNJMvPBrm66bwAc9dgEQP1YQ2-HbXwDI7YlpDNuYuTRdtztnNiDYsrMujcsbvmk-1PZfOC5Swi-n6k4p11YalakROXl8EaC0xV1i4Lh1fJF_xL_UNwaMvT9YNtJtPoQu6AidMaVENawwuaNYKl5hrTZvEBVQi8Ri--jgxJmTu0xKKh5X81orIh_0LL7eDdmH7OE5gSIDiSorTMAR-qeEh6OBeroxWTQhiyrjUwMnQqAWHLlmPIaK6VKlOhUi,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Environment Agency,4.0,National Lead for Data Science and Analytics,England,Government,State & Regional Agencies,England: reliably commute or plan to relocate before starting work (required) Master's (preferred),www.glassdoor.com/partner/jobListing.htm?pos=205&ao=1110586&s=58&guid=00000184a9863b53aeb6d872d1f380af&src=GD_JOB_AD&t=SR&vt=w&cs=1_b03f7855&cb=1669291457679&jobListingId=1008296222159&cpc=3164FDD6030E246B&jrtk=3-0-1gikocerpimbr801-1gikocesci17g801-695dcda7b772a1e2--6NYlbfkN0Dsrb-ySuU92ebKpgx-j3ip77wf_iTWOWjX3o4GFc_nBmwxRhN48iBLTW41pw8oMHuAqvwWipho7TUPWa-kCbOnLjibl9tDvusondSP_ctFnB3UxUuKKs1Z9MKhAgy9Pk3D1lxTRLk1r8xssi-nE3cwK6YSlQ6I3WMeSoPyHZHE8Ci00JV8vwzqFRFQCOV66_MMc7kUb-8HB5eudwiTE5_uR_ngb0KDrWgJ36q2-l-5o1htmBZTp_4RJtaCEw5DfPbTXitlUi6NmCVOevBf30E8APNb6wlsP8vldsMTSd3xg3d-zIWqeEFpkI5px_VHAqAss1s0aYJJB6mnTTeO6cSXk0no2EZfmfFtMIz4SCa9xafo_NiUChGK7SrlGco6qZFrjC4KUXUKNVkEazA4CwUn5A4IV87dYhGhX5VuccH2z96IpLdO0T1Oy09wmLuJsh7o177_wC-mCmSuHuvL-DY6GUycs5Gy0yPU-9o8hsDaLJh75r_9utv6PvLATv8L52Otu0V_bZ9NUtjHI82H7qxmjraLwBN_O7g%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Zorba Consulting Ltd,NA,Data Analytics Manager,"London, England",NA,NA,"Worked in an analytical role or similar with experience in owning processes and tools to acquire, store and interrogate data across the business. 2:1 and above degree educated Strong knowledge of SQL and its core principles Good knowledge of Python Experience with an analytics platform like Looker, PowerBI, Spotfire or Tableau and the ability to learn new tools. Ability to perform analysis with datasets in a cloud-based data processing environment e.g., BigQuery. Excellent stakeholder skills – able to understand data needs and build solutions with them Statistical modelling understanding preferred. Casual dress Company events Company pension Employee discount Work from home Monday to Friday No weekends Bonus scheme London: reliably commute or plan to relocate before starting work (required) Bachelor's (required) Data analytics: 3 years (preferred) SQL: 3 years (preferred) United Kingdom (required)",www.glassdoor.com/partner/jobListing.htm?pos=226&ao=1110586&s=58&guid=00000184a9863b53aeb6d872d1f380af&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8575860a&cb=1669291457682&jobListingId=1008221581651&cpc=6FC5BA77C9A4CD78&jrtk=3-0-1gikocerpimbr801-1gikocesci17g801-a57ce7a6c55d8e2f--6NYlbfkN0BjnLHnyIGs6VGzS0HD6qF4YUKiZFYisuiklDof1Y2r487gS2lTDoQXPP6XOx2qPuEDAOAddEpnsq1vEuIBCVaVaowm1hP3p3wH1XsOPEphkK1m8QjwTgRyJnSIuvhe8qpP3iz6CPFdRzm5cNCpps52gagfUleN-Yp4DPwZythEqNml33Iu9PQ9Ho_xVtc76uvtAQnag4kRU6AdWdTzwy889LKp0lsjURYOQEE_R5l1nRWmV0fFXCYSi-goyj3dVPMA02uHx4xdRMuHqkt6v9DplEah9RqI4pK6eSrbRrnN3cvwU0evUuC6EIawRf-3YsBS9wsqpx0r-6VztxGXvbducVwXgNFnECR5biaL-NyC3JKGqhpduCY2qidA_yV0nFjzLHxEVbxNY--SYIM4Igz02LBAp1GEb7MIMaIqIMysYs_M4836s_RhcQMuw1HWRhu_qZJOYv-6bkIrhm1kqgrTxsiuRJdaN8FWVec6-pzUCErs1IkBCop_Rqa7Mb_Jsjfe2gjzvLxULg%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Barclays,4.1,Senior Data Scientist,"London, England",Company - Private,HR Consulting,"Designing and developing modelling approaches appropriate to data sources, technology stacks, and end-users’ needs Spurring engagement with business areas, coordinating multifunctional project teams to deliver data science solutions that create transformative commercial value at pace and in control Ensuring project teams you lead deliver machine learning models into production, working collaboratively with colleagues across the organisation to remove impediments to progress Adhering to professional software development standards to ensure robust, repeatable analytical applications in line with legal requirements, internal policies, and risk management frameworks Reviewing the code of colleagues to ensure it is efficiently written and appropriately documented Promoting and presenting your work to senior stakeholders across Barclays UK Keeping tabs on the latest developments in data science, devising ways to foster these within the bank Proficiency in Python developing statistical and machine learning models Experience delivering complex data science projects in a business context Energy and enthusiasm to inspire followership and to work effectively in a low ego environment Clear passion for making financial services more customer-centric by using data science ethically Prior people management experience, with tried and true approaches for mentoring junior staff Understanding of the financial sector, to recognise and drive forward opportunities where data science can transform the bank Skilled at influencing and communicating to various stakeholders up to executive level Specialism in one or more of the following: reinforcement learning, deep learning, natural language processing, agent-based modelling, image recognition Company pension Sick pay Work from home 8 hour shift No weekends",www.glassdoor.com/partner/jobListing.htm?pos=203&ao=1110586&s=58&guid=00000184a9863b53aeb6d872d1f380af&src=GD_JOB_AD&t=SR&vt=w&cs=1_d1da336d&cb=1669291457678&jobListingId=1008235549805&cpc=1CBFC3E34E2A31FF&jrtk=3-0-1gikocerpimbr801-1gikocesci17g801-dde4d6039dc21e44--6NYlbfkN0AQUtcTIZ-i7aKYOUYzDqGef5ngEm3dQ48Spiht6MSGoHRNFjK7EHsDrHnrfrnRKm5v4G5fRrjFubeTUInOHMht9asC5MXoqKeXHbq1U3-jbcOWcxyAODDaYeOmIMSyBkpqFcJKPg398-gIsz1emd7t6SCUtU42dALKmILM2PJ7Va99Z3AQL1vuKAtnE5PjhoEpTpEtTxFKckvjLuGLjR-Yjea-ACD8X259n6p2N6SLXWlT1y9qJLGHTkvnMscN_zgFFaR6LOyw7pZgl39iSwr79EXPaywKYAFmFj0jh6UHNmR2kAPdwNbSq6sZk9-FbubTqZhBkVYEMm5OEPPjCEW-A8VFbmk2bMY6B9LzIz2grJ60KW0iq3EOF7EmM16l4hqZCR48VLv0OVvlBmkOYYxDOLNGZeHPjV7AS5V32cbsH8y4W9GaS2b-TDf4lxZuC6gOnLJzb9edRsCy5AjRrG9U7hp6FBnuSScFlvXDnybsr6Np86pGp0W6ZPcXcPB875k68wiPCTMSBCnF4thkHSuEcchJXJPgKy1Leo3yxSuMTpiHojLdskKKUmsSZ-52ChpcraBlH-mwX8w95WKo5tbIK_F0GtnCw3lpxpKupgNAWAvYqdIQGJwm2I3ZaOJMeuweAq5Tt0afSC3SXZSeKLSqYJZdLBCwVsNUnGiLUI2Lhbsqegv6eocpmUoWGJgGJtKLTja2PKWSEZd-muhuCEKDzJj0wcABM6tXEW3psExVqzlJ5AcokzQp5B0jfBHLgKm66k_6iM3x0shP3lSP9fTlO5vvXLQDAUyMpb2XekfXHJDfE_a3OrD2YJy0UApZKHb0qNM0lR2Ovw%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Marks & Spencer,3.7,Data Science Graduate Programme 2023,"London, England",Company - Public (MAKSY),"Department, Clothing & Shoe Stores","Want to build yourself a legacy you’ll always be proud of? Our most innovative grad scheme yet is your chance to do just that. Intentionally designed to help you shape the fast-moving world of retail, it’s a masterclass in technical training, structured mentorship, and 360-feedback. Spanning 18-24 months, you’ll rotate around our business up to four times – each time earning, learning and experiencing it all. It’s all about giving you exposure to a variety of projects and the talented people driving them – so you come to realise that there’s infinite ways to the top at M&S. If you’re ready to become an M&S Legend of Tomorrow, it’s time to begin.
Take your place in our Data Science teams and you’ll find everything you need to begin shaping the world of retail – your way. From access to in-house development programmes to external Decoded Data Science courses that’ll help you become an expert in your field, this is a springboard on to big things.
Our teams apply data science across the whole business – from solving customer problems like offer personalisation and online recommendation, to enterprise challenges like buying optimisation, sales forecasting, and labour planning. We use a wide variety of the core data science techniques and more to deliver millions of pounds in extra profit to the business every year. Want to be a part of some of the most innovative teams in British retail?
Become an M&S Legend of Tomorrow. Apply today.
Read MoreShow more ",www.glassdoor.com/partner/jobListing.htm?pos=229&ao=1136043&s=58&guid=00000184a9863b53aeb6d872d1f380af&src=GD_JOB_AD&t=SR&vt=w&cs=1_6ad56a6c&cb=1669291457682&jobListingId=1008174979453&jrtk=3-0-1gikocerpimbr801-1gikocesci17g801-d8e4496afa53916f-,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
ECS Resource Group,4.1,Data Scientist - AWS,England,Company - Private,HR Consulting,"Expertise in Machine Learning Background in Software Engineering. Strong experience in Python/Pyspark. Experience on Data science implementations and with awareness of the data science development methodologies. Exposure/awareness of Big Data technologies and AWS data science tools like Sagemaker , EMR Clusters would be highly appreciated. Knowledge of data engineering tools like Glue, Kafka, Scala, IDEs like Visual Studio/Pycharm/ Intellij , NoSql like MongoDB, can only help.",www.glassdoor.com/partner/jobListing.htm?pos=204&ao=1110586&s=58&guid=00000184a9863b53aeb6d872d1f380af&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8b89e51a&cb=1669291457679&jobListingId=1008288532818&cpc=8795CF9063CD573D&jrtk=3-0-1gikocerpimbr801-1gikocesci17g801-f447a72551410581--6NYlbfkN0D1W0VU9BJ600dJPDaa0KW0Zt_m3quwOxzNDnl6_fLba67JJy2FHYoduL5s80O7feH-GWxF9jDmrhlOMmVOWM4ZQkwYTKH9nHjy8lFbqntBvmVXjNbwKX9_dtu5ZYtKSlw4q09S8LxJ2FP2J2FUoLg_NgfPs8us-3u79ADST7g5FvhASLbeqpMjcVzCFpcYtgBYn8cke5GQxEX4Y45rxT5cfSGBmHfOrsQMB8qjoIdz9uHYe_qxqBAcljFpzYCOepSfpnLcK15hnMYPrGUIud3X196llkKdGjqhp5gNPCfw3N4U-jRg4RAF0kavKZk8bwlGZygXkVrU1wzXJfqMLGHfMBmcE5G8oD3arvs-Kl5sYFBjPsPiEYxDl8-rXWqNjiFm1CArfFCFqXvIKMOjroWR3r_n4grjLEJsveFfskdDjKNQDEddDTbEY3vHnjWDcpFQpQHS54uglUYN0ygarHYCimvjedA3rLw9gubjQXVYZn1PrJdPYqspGc8VrNqTZnihAASI92ewIuuUgxc7f_OCNhUmpJ9rqYJiP2-BI00CNWv3USH9Toi2XdU3ngCP4OHWJGddJ5JsIQ%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Oldbaum Services Ltd,NA,Wind Data Engineer / Data Scientist,"Stirling, Scotland",NA,NA,Work from home opportunities Flexible working hours,www.glassdoor.com/partner/jobListing.htm?pos=209&ao=1110586&s=58&guid=00000184a9863b53aeb6d872d1f380af&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e8d67abd&cb=1669291457679&jobListingId=1008251812850&cpc=3DB599BF2F4828F0&jrtk=3-0-1gikocerpimbr801-1gikocesci17g801-006a89399659d8d7--6NYlbfkN0A4WbiRotPfM0XJPJiOh0TZKin2rM1M6KlYDetjgrm6-yxXT74VblkWHobP8Ad9E3u6L_etgxZU9416ogzJkDg2rA2kBuWk96ECjlvRpci6kRMUDEb7R8vS7oP3XSemDCbKhWthL1pnxfnMTiODYWqOWr6Y8EOrRaiCVZ7RtdxcDArySHe-G0RN472d_DW4yixxyR6Xe2GqHeaDWJwQW88ezLBQz_-DnawWNURhYmoLB3hP1P2SABlmRBW1FNVHXbPc7UVRBqjIqiOPfOwOoj6ag7HOpLhj6W9q5N8i3cZvb-QMRoBeqFLsgt-TzEKdAx_GDYnvyMdTmOqToKKshGlRSQ82EHORkik_1E2GlVhJfvxVd3diU7LekiD9B67Lh3GihXNKFrsw1vzDwjeK1up6zh4K97PYkaK6lgGpAPYem3_MfAedT7KgpuLV0rP2XvqhZYObMYCskcEbUq_TQtNFKlONoagKEevnulDlCuKbn7EVzp29G_bzGuCYoYrHISbhQlXNLmzPfZlla6uqbMAZ,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Corriculo,4.5,"Data Scientist, Forecasting Analyst, Python, R, Finance, Remote, 4658","London, England",Company - Private,Information Technology Support Services,"
Prior commercial experience as a Data Scientist or Forecasting Analyst 
An understanding of macroeconomic data 
Sound Python or R coding skills 
An understanding of Machine learning algorithms and techniques such as clustering, Regression & classification 
Excellent written and verbal communication skills with a strong report writing skills",www.glassdoor.com/partner/jobListing.htm?pos=220&ao=1110586&s=58&guid=00000184a9863b53aeb6d872d1f380af&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2d30bb17&cb=1669291457681&jobListingId=1008292031458&cpc=9908D8D4413DBB8A&jrtk=3-0-1gikocerpimbr801-1gikocesci17g801-4fc0432b7aef6286--6NYlbfkN0B7rKJkvkRZrQtOvsob64W6XZwJwuM01aqiMgQ7uTfhgGprKeOVBVbGYghEH0mqLogd4JSpxLWAM3kODa9yePAIZjX9-OJjK_wtBpP8Fc6khmAnqzvIHZwstIBGdSDBvr8rLn5N668OR1je4oKxF3KwT8Oi25NPBvn4q0Y0lU_DGhpAuiK8ssv6eNYYvP0Ceazew6ghBMwz2bYYYmXQRNjpWPgcBCnlVvVW2D4h7bva7Mms05PEd7NDADwGnZIPND76siuIhLnQ_2TpQ85xdKK8cuA8QS7JNTgq2-T8i2ObpcO0TgsLNZcNRW4wsyENZdHJxxw9-_dAzS6O10asKAiKsoG7IURLaUH7FEjrsFOTl4F_z-dBcAuxRLmYNO06G0vF9RXL5S0csWBVN1Lk3-gbKB6QD1ZRqg_ovYRnWtKa-0xgYvY5w09kkVxG9ksWrhcU6XhcDCYOQwznjDxwHdGxkRArLjy1Kla5iBNQAVy-b38vlUf-fmDu,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Prima Assicurazioni,4.7,Data Scientist (Remote),Remote,Company - Private,Insurance Agencies & Brokerages,"
Design, build and evolve Prima’s proprietary predictive technology, in topics such as: 
Prediction of future claims 
Renewal probability 
Price elasticity of demand 
Portfolio value optimization 
Develop a strong critical spirit and creativity that can act as an engine for Prima's growth 
Learn avidly with the support of experienced colleagues and grow quickly, assuming more responsibilities within the team

 
Excellent academic results - You have a degree in Mathematics, Physics, Statistics, Mathematical Engineering, Physical Engineering or Aerospace Engineering with maximum grades.
 Logical and analytical skills - You quickly master very complex topics, whatever the field. Can you guess and model the mathematical dynamics that guide the phenomena around you and grasp the cause and effect relationships between the forces at play? 
Curiosity and passion - You look critically at the world around you and you always ask yourself ""why?"". You think about how to improve things and fight to make your ideas come true. At Prima we will encourage you to pursue common goals in an original and innovative way, carrying out your ideas and generating value in a proactive way.

 
You have previous work experience in similar roles 
You have international experience and have an excellent English level, oral & written 
You have a solid foundation in inferential statistics, probability and machine learning 
You have a solid foundation in programming and implementation of algorithms 
You can program in Python and know the main data analysis and machine learning libraries (such as Pandas, Numpy, Scipy, XGBoost, Keras, TensorFlow) 
You can create datasets using data extraction languages (such as MySQL or Redshift) 
You can analyze and create models in Excel
  
Company hardware 
Flexi-working 
Free fruit & coffee 
Training budget Test 
HR Interview + 1st Tech interview 
Managerial interview",www.glassdoor.com/partner/jobListing.htm?pos=218&ao=1110586&s=58&guid=00000184a9863b53aeb6d872d1f380af&src=GD_JOB_AD&t=SR&vt=w&cs=1_fb154105&cb=1669291457681&jobListingId=1008286056328&cpc=47CFDC01B3F81FAC&jrtk=3-0-1gikocerpimbr801-1gikocesci17g801-98f56239285177af--6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrYiGf0WKIadx8Wo8_zzSZMb5D-SSVZejumt0gHo4w7ua6rhGvabNRWMlmZ33D7h6IlxCVwBv0-AQYaqYjpl180357cnDyNfe2-PUWD9X_Qp7NrD4kN5nb8rTgfzPvotxfvE2TGNmQMWl71EbXAjf5MqwKYIv01UfUOoTUl26yKQT3L1yGeQJ7mPt2ExA7KYEY6IUfm-bDmTXk3bslqh3UQSYC_b6xZVcKo69ogu4ctWTGaySbf-Av1VDxdOHHb5avvFoP-B7NwBG9Nj1KSicccScDmx1tavcKyLsDUm3-kREWnMvmyv3hMQF-ynZiVhLG8whd8qb1BL-ch4mqRt0CD270j7NxG5eSxlR_-w-W_O_gt3_PHU8Q7-kAiWZ9TKnIdkr1nHZtaZB1ZOwEAAzQRB6cI-hKhu29bRX9ZkQMJiCKSoZH-bFx2OeVvdpU9wvxtIjJalodWVZIelVIp8n8eucUYhCVO86HP8w2wvT40Td7Jy25xdDS7p-KicB_ADKrnknYs1G_VpisRbHRx6y7w59IPbBP5S8RwPzQIwOy2kMIHPb-MpQlfVO7GMJIwOCvnylf5re7CGcYBho_orvbgenzMzEIb2o2gz-0UXnMmsb3igY7EfXStlfj-jh6eo7q2A0KSUEqo85XjMYaWtLZFWmEjyvlF9QKG2q253gRN8Ysg1F8PKpySrlz4ZjlFfnAKq340S7y0RwzooV55RBhyyBbj0wYDgcHORJFQ0YQfqGBjoiGSZw7WyxBTbEDxJjuvfRMnsEA-S6O2MmRRMQkaY7NDip9vhZDXhF89GXyrP7N9u6LoM4Pcdey6WlgsBRnj3jnKN6YBqniHyOfn0POLwKrUPkVOyB-kAlxMDBZzCLLoqEaKGFzMe7hsILhTL0agdZpztKTb_ggtxySmUQFooYYltIQKtRQjrFjpFw6EIV1XXT7OUesCCVUt0yXv737eyFgfd7exbFb0dC0K96fToUpxlQxMoKyoXysk0axINgdnQkWNhBMVPE8lSi0BjHKXtyBK8Q7tKTBN9X47Pn6eg%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
